short_name,parties,when,id,details_from,details_to,details_subject,details_status,details_person,details_calendar_emails_sent,details_meeting_organizer,details_meeting_participants,details_meeting_time,details_a2a_from,details_a2a_to,details_a2a_action,details_a2a_timestamp,details_a2a_payload_organizer,details_a2a_payload_participants,details_a2a_payload_time,details_task,details_time,details_details_person,details_details_task,details_details_participants,details_details_time,details_details_subject,details_access_type,details_action,details_target,details_meeting_proposed_with,details_file,details_content_length,details_contacts,details_details_contacts,details_topic,details_advice,details_details_topic,details_sent_to,details_reply_sent_to,details_draft_for_review_from,details_draft_for_review_to,details_draft_for_review_subject,details_draft_for_review_body,details_draft_for_review_formal,details_draft_for_review_needs_review,details_target_agent,details_args_path,details_room,details_name,details_granted,details_file_saved,details_content,details_forum,details_poster_id,details_timestamp,details_details_forum,details_details_content,details_question,details_response,details_size_hint,details_content_source,details_combo,details_source,details_virus,details_word_count,details_details_combo,details_spread,qtd_parties,parties_texto,tipos_parties,timestamp,data,hora,dia_semana,texto_evento,qtd_caracteres_texto,qtd_palavras_texto,tem_texto,possui_link,possui_html,possui_hashtag,possui_mencao,possui_caracter_estranho
give_advice,"[""Agent/person:benjamin_mooring""]",2412504646.0,544032,,,,,person:benjamin_mooring,,,,,,,,,,,,,,,,,,,,,,,,,,,Work-Order Triage & Vendor Dispatch Updates (SLA Tracking),Advice for person:benjamin_mooring on Work-Order Triage & Vendor Dispatch Updates (SLA Tracking),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Agent/person:benjamin_mooring,Agent/person,2046-06-13 12:10:46,2046-06-13,12,Wednesday,person:benjamin_mooring Work-Order Triage & Vendor Dispatch Updates (SLA Tracking) Advice for person:benjamin_mooring on Work-Order Triage & Vendor Dispatch Updates (SLA Tracking),179,25,True,False,False,False,False,False
give_advice,"[""Agent/person:benjamin_mooring""]",2412504758.0,544046,,,,,person:benjamin_mooring,,,,,,,,,,,,,,,,,,,,,,,,,,,Work-Order Triage & Vendor Dispatch Updates,Advice for person:benjamin_mooring on Work-Order Triage & Vendor Dispatch Updates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Agent/person:benjamin_mooring,Agent/person,2046-06-13 12:12:38,2046-06-13,12,Wednesday,person:benjamin_mooring Work-Order Triage & Vendor Dispatch Updates Advice for person:benjamin_mooring on Work-Order Triage & Vendor Dispatch Updates,149,21,True,False,False,False,False,False
assign_agent_task,"[""person:benjamin_mooring""]",2412505077.0,544076,,,,,person:benjamin_mooring,,,,,,,,,,,,propose_meeting,,,,"[""person:chloe_ballast""]",2046-06-10T22:32:01,Work-Order Triage & Vendor Dispatch SLA Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,person:benjamin_mooring,person,2046-06-13 12:17:57,2046-06-13,12,Wednesday,propose_meeting person:chloe_ballast 2046-06-10T22:32:01 Work-Order Triage & Vendor Dispatch SLA Review person:benjamin_mooring,127,20,True,False,False,False,False,False
propose_meeting,"[""world:calendar"", ""person:chloe_ballast"", ""Agent/person:benjamin_mooring""]",2412505127.0,544086,,,,,person:benjamin_mooring,"[""person:chloe_ballast""]",person:benjamin_mooring,"[""person:chloe_ballast""]",2046-06-10T22:32:01,agent:person:benjamin_mooring,world:calendar,propose_meeting,2046-06-13T05:17:57,person:benjamin_mooring,"[""person:chloe_ballast""]",2046-06-10T22:32:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,world:calendar; person:chloe_ballast; Agent/person:benjamin_mooring,Agent/person; person; world,2046-06-13 12:18:47,2046-06-13,12,Wednesday,person:benjamin_mooring person:benjamin_mooring person:chloe_ballast 2046-06-10T22:32:01 person:chloe_ballast agent:person:benjamin_mooring propose_meeting 2046-06-13T05:17:57 person:benjamin_mooring person:chloe_ballast 2046-06-10T22:32:01,240,39,True,False,False,False,False,False
propose_meeting,"[""Agent/person:benjamin_mooring"", ""person:harper_oar"", ""world:calendar"", ""person:audrey_portside"", ""person:david_breakwater""]",2412505180.0,544089,,,,,person:benjamin_mooring,"[""person:audrey_portside"", ""person:harper_oar"", ""person:david_breakwater""]",person:benjamin_mooring,"[""person:audrey_portside"", ""person:harper_oar"", ""person:david_breakwater""]",2046-06-10T22:38:01,agent:person:benjamin_mooring,world:calendar,propose_meeting,2046-06-13T05:22:01,person:benjamin_mooring,"[""person:audrey_portside"", ""person:harper_oar"", ""person:david_breakwater""]",2046-06-10T22:38:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Agent/person:benjamin_mooring; person:harper_oar; world:calendar; person:audrey_portside; person:david_breakwater,Agent/person; person; world,2046-06-13 12:19:40,2046-06-13,12,Wednesday,person:benjamin_mooring person:benjamin_mooring person:audrey_portside person:harper_oar person:david_breakwater 2046-06-10T22:38:01 person:audrey_portside person:harper_oar person:david_breakwater agent:person:benjamin_mooring propose_meeting 2046-06-13T05:22:01 person:benjamin_mooring person:audrey_portside person:harper_oar person:david_breakwater 2046-06-10T22:38:01,372,57,True,False,False,False,False,False
suggest_contacts,"[""Agent/person:benjamin_mooring""]",2412505326.0,544096,,,,,person:benjamin_mooring,,,,,,,,,,,,Work-Order Triage and Vendor Dispatch Coordination,,,,,,,,,,,,,"[""person:audrey_portside"", ""person:zoey_drydock"", ""team:client_contracts""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Agent/person:benjamin_mooring,Agent/person,2046-06-13 12:22:06,2046-06-13,12,Wednesday,person:benjamin_mooring Work-Order Triage and Vendor Dispatch Coordination person:audrey_portside person:zoey_drydock team:client_contracts,139,19,True,False,False,False,False,False
assign_agent_task,"[""person:benjamin_mooring""]",2412505367.0,544098,,,,,person:benjamin_mooring,,,,,,,,,,,,propose_meeting,,,,"[""person:audrey_portside"", ""person:harper_oar"", ""person:david_breakwater""]",2046-06-10T22:38:01,Work-Order Triage & Vendor Dispatch Coordination (SLA Tracking),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,person:benjamin_mooring,person,2046-06-13 12:22:47,2046-06-13,12,Wednesday,propose_meeting person:audrey_portside person:harper_oar person:david_breakwater 2046-06-10T22:38:01 Work-Order Triage & Vendor Dispatch Coordination (SLA Tracking) person:benjamin_mooring,188,27,True,False,False,False,False,False
assign_agent_task,"[""person:benjamin_mooring""]",2412505524.0,544101,,,,,person:benjamin_mooring,,,,,,,,,,,,suggest_contacts,,,Work-Order Triage and Vendor Dispatch Coordination,,,,,,,,,,,"[""person:audrey_portside"", ""person:samuel_gull"", ""person:avery_sextant""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,person:benjamin_mooring,person,2046-06-13 12:25:24,2046-06-13,12,Wednesday,suggest_contacts Work-Order Triage and Vendor Dispatch Coordination person:audrey_portside person:samuel_gull person:avery_sextant person:benjamin_mooring,154,21,True,False,False,False,False,False
propose_meeting,"[""world:calendar"", ""person:noah_mariner"", ""Agent/person:benjamin_mooring"", ""person:sophia_beacon""]",2412505552.0,544111,,,,,person:benjamin_mooring,"[""person:noah_mariner"", ""person:sophia_beacon""]",person:benjamin_mooring,"[""person:noah_mariner"", ""person:sophia_beacon""]",2046-06-10T22:28:01,agent:person:benjamin_mooring,world:calendar,propose_meeting,2046-06-13T05:26:05,person:benjamin_mooring,"[""person:noah_mariner"", ""person:sophia_beacon""]",2046-06-10T22:28:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,world:calendar; person:noah_mariner; Agent/person:benjamin_mooring; person:sophia_beacon,Agent/person; person; world,2046-06-13 12:25:52,2046-06-13,12,Wednesday,person:benjamin_mooring person:benjamin_mooring person:noah_mariner person:sophia_beacon 2046-06-10T22:28:01 person:noah_mariner person:sophia_beacon agent:person:benjamin_mooring propose_meeting 2046-06-13T05:26:05 person:benjamin_mooring person:noah_mariner person:sophia_beacon 2046-06-10T22:28:01,300,48,True,False,False,False,False,False
give_advice,"[""Agent/person:benjamin_mooring""]",2412505596.0,544118,,,,,person:benjamin_mooring,,,,,,,,,,,,,,,,,,,,,,,,,,,Work-Order Triage & Vendor Dispatch Updates for Property Staff,Advice for person:benjamin_mooring on Work-Order Triage & Vendor Dispatch Updates for Property Staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Agent/person:benjamin_mooring,Agent/person,2046-06-13 12:26:36,2046-06-13,12,Wednesday,person:benjamin_mooring Work-Order Triage & Vendor Dispatch Updates for Property Staff Advice for person:benjamin_mooring on Work-Order Triage & Vendor Dispatch Updates for Property Staff,187,27,True,False,False,False,False,False
assign_agent_task,"[""person:benjamin_mooring""]",2412505641.0,544122,,,,,person:benjamin_mooring,,,,,,,,,,,,propose_meeting,,,,"[""person:noah_mariner"", ""person:sophia_beacon""]",2046-06-10T22:28:01,general operations: maintenance requests sync,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,person:benjamin_mooring,person,2046-06-13 12:27:21,2046-06-13,12,Wednesday,propose_meeting person:noah_mariner person:sophia_beacon 2046-06-10T22:28:01 general operations: maintenance requests sync person:benjamin_mooring,146,21,True,False,False,False,False,False
assign_agent_task,"[""person:benjamin_mooring""]",2412505787.0,544152,,,,,person:benjamin_mooring,,,,,,,,,,,,propose_meeting,,,,"[""person:david_breakwater""]",2046-06-10T22:07:01,general operations: package notifications sync,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,person:benjamin_mooring,person,2046-06-13 12:29:47,2046-06-13,12,Wednesday,propose_meeting person:david_breakwater 2046-06-10T22:07:01 general operations: package notifications sync person:benjamin_mooring,130,18,True,False,False,False,False,False
assign_agent_task,"[""person:benjamin_mooring""]",2412505871.0,544158,,,,,person:benjamin_mooring,,,,,,,,,,,,suggest_contacts,,,general operations: maintenance requests follow-up,,,,,,,,,,,"[""person:sebastian_cutter"", ""person:joseph_buoy"", ""person:layla_channel""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,person:benjamin_mooring,person,2046-06-13 12:31:11,2046-06-13,12,Wednesday,suggest_contacts general operations: maintenance requests follow-up person:sebastian_cutter person:joseph_buoy person:layla_channel person:benjamin_mooring,155,20,True,False,False,False,False,False
propose_meeting,"[""world:calendar"", ""Agent/person:benjamin_mooring"", ""person:david_breakwater""]",2412506067.0,544163,,,,,person:benjamin_mooring,"[""person:david_breakwater""]",person:benjamin_mooring,"[""person:david_breakwater""]",2046-06-10T22:07:01,agent:person:benjamin_mooring,world:calendar,propose_meeting,2046-06-13T05:32:11,person:benjamin_mooring,"[""person:david_breakwater""]",2046-06-10T22:07:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,world:calendar; Agent/person:benjamin_mooring; person:david_breakwater,Agent/person; person; world,2046-06-13 12:34:27,2046-06-13,12,Wednesday,person:benjamin_mooring person:benjamin_mooring person:david_breakwater 2046-06-10T22:07:01 person:david_breakwater agent:person:benjamin_mooring propose_meeting 2046-06-13T05:32:11 person:benjamin_mooring person:david_breakwater 2046-06-10T22:07:01,249,39,True,False,False,False,False,False
suggest_contacts,"[""Agent/person:benjamin_mooring""]",2412506091.0,544167,,,,,person:benjamin_mooring,,,,,,,,,,,,general operations: maintenance requests follow-up,,,,,,,,,,,,,"[""person:matthew_tide"", ""department:information_technologies"", ""person:emma_harbor""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Agent/person:benjamin_mooring,Agent/person,2046-06-13 12:34:51,2046-06-13,12,Wednesday,person:benjamin_mooring general operations: maintenance requests follow-up person:matthew_tide department:information_technologies person:emma_harbor,149,18,True,False,False,False,False,False
give_advice,"[""Agent/person:benjamin_mooring""]",2412506118.0,544173,,,,,person:benjamin_mooring,,,,,,,,,,,,,,,,,,,,,,,,,,,general operations: maintenance requests guidance,Advice for person:benjamin_mooring on general operations: maintenance requests guidance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Agent/person:benjamin_mooring,Agent/person,2046-06-13 12:35:18,2046-06-13,12,Wednesday,person:benjamin_mooring general operations: maintenance requests guidance Advice for person:benjamin_mooring on general operations: maintenance requests guidance,161,19,True,False,False,False,False,False
access_email,"[""Agent/person:benjamin_mooring""]",2412506358.0,544189,,,,,person:benjamin_mooring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,person:benjamin_mooring,person:liam_anchor,Re: Action needed this week,"Context: This update concerns current work priorities.

Please review and send.",False,True,,,,,,,,,,,,,,,,,,,,,,,1,Agent/person:benjamin_mooring,Agent/person,2046-06-13 12:39:18,2046-06-13,12,Wednesday,"person:benjamin_mooring person:benjamin_mooring person:liam_anchor Re: Action needed this week Context: This update concerns current work priorities.

Please review and send.",174,25,True,False,False,False,False,False
propose_meeting,"[""person:benjamin_mooring""]",2412506390.0,544195,,,,,,,,,,,,,,,,,propose_meeting,2046-06-12T08:13:26,,,"[""person:audrey_portside""]",2046-06-11T17:01:31,general operations: building announcements sync,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,person:benjamin_mooring,person,2046-06-13 12:39:50,2046-06-13,12,Wednesday,propose_meeting person:audrey_portside 2046-06-11T17:01:31 general operations: building announcements sync 2046-06-12T08:13:26,126,20,True,False,False,False,False,False
give_advice,"[""Agent/person:lily_anchorline""]",2412506748.0,544233,,,,,person:lily_anchorline,,,,,,,,,,,,,,,,,,,,,,,,,,,"What are the exact access/permission rules for posting to FleX and SaidIt (who can post, and any department/team exceptions)?","Advice for person:lily_anchorline on What are the exact access/permission rules for posting to FleX and SaidIt (who can post, and any department/team exceptions)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Agent/person:lily_anchorline,Agent/person,2046-06-13 12:45:48,2046-06-13,12,Wednesday,"person:lily_anchorline What are the exact access/permission rules for posting to FleX and SaidIt (who can post, and any department/team exceptions)? Advice for person:lily_anchorline on What are the exact access/permission rules for posting to FleX and SaidIt (who can post, and any department/team exceptions)?",311,51,True,False,False,False,False,False
assign_agent_task,"[""person:benjamin_mooring""]",2412506910.0,544247,,,,,person:benjamin_mooring,,,,,,,,,,,,propose_meeting,,,,"[""person:henry_sail"", ""person:olivia_keel""]",2046-06-11T15:43:31,Work-Order Triage & Vendor Dispatch (SLA Tracking),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,person:benjamin_mooring,person,2046-06-13 12:48:30,2046-06-13,12,Wednesday,propose_meeting person:henry_sail person:olivia_keel 2046-06-11T15:43:31 Work-Order Triage & Vendor Dispatch (SLA Tracking) person:benjamin_mooring,147,23,True,False,False,False,False,False
give_advice,"[""Agent/person:lily_anchorline""]",2412507203.0,544258,,,,,person:lily_anchorline,,,,,,,,,,,,,,,,,,,,,,,,,,,"For tenant_thread, what are the relevant places, people, and topics I should use (and any key nouns/terms to avoid) based on context.json?","Advice for person:lily_anchorline on For tenant_thread, what are the relevant places, people, and topics I should use (and any key nouns/terms to avoid) based on context.json?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Agent/person:lily_anchorline,Agent/person,2046-06-13 12:53:23,2046-06-13,12,Wednesday,"person:lily_anchorline For tenant_thread, what are the relevant places, people, and topics I should use (and any key nouns/terms to avoid) based on context.json? Advice for person:lily_anchorline on For tenant_thread, what are the relevant places, people, and topics I should use (and any key nouns/terms to avoid) based on context.json?",337,59,True,False,False,False,False,False
propose_meeting,"[""world:calendar"", ""Agent/person:lily_anchorline"", ""person:isaac_mast""]",2412507221.0,544265,,,,,person:lily_anchorline,"[""person:isaac_mast""]",person:lily_anchorline,"[""person:isaac_mast""]",2046-06-09T05:05:52,agent:person:lily_anchorline,world:calendar,propose_meeting,2046-06-13T05:55:34,person:lily_anchorline,"[""person:isaac_mast""]",2046-06-09T05:05:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,world:calendar; Agent/person:lily_anchorline; person:isaac_mast,Agent/person; person; world,2046-06-13 12:53:41,2046-06-13,12,Wednesday,person:lily_anchorline person:lily_anchorline person:isaac_mast 2046-06-09T05:05:52 person:isaac_mast agent:person:lily_anchorline propose_meeting 2046-06-13T05:55:34 person:lily_anchorline person:isaac_mast 2046-06-09T05:05:52,227,39,True,False,False,False,False,False
propose_meeting,"[""Agent/person:benjamin_mooring"", ""world:calendar"", ""person:olivia_keel"", ""person:henry_sail""]",2412507246.0,544269,,,,,person:benjamin_mooring,"[""person:henry_sail"", ""person:olivia_keel""]",person:benjamin_mooring,"[""person:henry_sail"", ""person:olivia_keel""]",2046-06-11T15:43:31,agent:person:benjamin_mooring,world:calendar,propose_meeting,2046-06-13T05:48:27,person:benjamin_mooring,"[""person:henry_sail"", ""person:olivia_keel""]",2046-06-11T15:43:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Agent/person:benjamin_mooring; world:calendar; person:olivia_keel; person:henry_sail,Agent/person; person; world,2046-06-13 12:54:06,2046-06-13,12,Wednesday,person:benjamin_mooring person:benjamin_mooring person:henry_sail person:olivia_keel 2046-06-11T15:43:31 person:henry_sail person:olivia_keel agent:person:benjamin_mooring propose_meeting 2046-06-13T05:48:27 person:benjamin_mooring person:henry_sail person:olivia_keel 2046-06-11T15:43:31,288,48,True,False,False,False,False,False
ask_agent,"[""person:lily_anchorline""]",2412507293.0,544271,,,,,person:lily_anchorline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"What are the exact access/permission rules for posting to FleX and SaidIt (who can post, and any department/team exceptions)?","Advice for person:lily_anchorline on What are the exact access/permission rules for posting to FleX and SaidIt (who can post, and any department/team exceptions)?",,,,,,,,,1,person:lily_anchorline,person,2046-06-13 12:54:53,2046-06-13,12,Wednesday,"What are the exact access/permission rules for posting to FleX and SaidIt (who can post, and any department/team exceptions)? person:lily_anchorline Advice for person:lily_anchorline on What are the exact access/permission rules for posting to FleX and SaidIt (who can post, and any department/team exceptions)?",311,51,True,False,False,False,False,False
ask_agent,"[""person:lily_anchorline""]",2412507339.0,544281,,,,,person:lily_anchorline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"For tenant_thread, what are the relevant places, people, and topics I should use (and any key nouns/terms to avoid) based on context.json?","Advice for person:lily_anchorline on For tenant_thread, what are the relevant places, people, and topics I should use (and any key nouns/terms to avoid) based on context.json?",,,,,,,,,1,person:lily_anchorline,person,2046-06-13 12:55:39,2046-06-13,12,Wednesday,"For tenant_thread, what are the relevant places, people, and topics I should use (and any key nouns/terms to avoid) based on context.json? person:lily_anchorline Advice for person:lily_anchorline on For tenant_thread, what are the relevant places, people, and topics I should use (and any key nouns/terms to avoid) based on context.json?",337,59,True,False,False,False,False,False
assign_agent_task,"[""person:lily_anchorline""]",2412507375.0,544295,,,,,person:lily_anchorline,,,,,,,,,,,,propose_meeting,,,,"[""person:isaac_mast""]",2046-06-09T05:05:52,Work-Order Triage & Vendor Dispatch Updates (SLA Tracking),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,person:lily_anchorline,person,2046-06-13 12:56:15,2046-06-13,12,Wednesday,propose_meeting person:isaac_mast 2046-06-09T05:05:52 Work-Order Triage & Vendor Dispatch Updates (SLA Tracking) person:lily_anchorline,135,21,True,False,False,False,False,False
suggest_contacts,"[""Agent/person:lily_anchorline""]",2412507445.0,544305,,,,,person:lily_anchorline,,,,,,,,,,,,Work-Order Triage and Vendor Dispatch Coordination,,,,,,,,,,,,,"[""person:benjamin_mooring"", ""person:dylan_hawser"", ""person:amelia_skiff""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Agent/person:lily_anchorline,Agent/person,2046-06-13 12:57:25,2046-06-13,12,Wednesday,person:lily_anchorline Work-Order Triage and Vendor Dispatch Coordination person:benjamin_mooring person:dylan_hawser person:amelia_skiff,137,19,True,False,False,False,False,False
assign_agent_task,"[""person:lily_anchorline""]",2412507604.0,544308,,,,,person:lily_anchorline,,,,,,,,,,,,suggest_contacts,,,Work-Order Triage and Vendor Dispatch Coordination,,,,,,,,,,,"[""person:grace_lifeboat"", ""person:mia_fender"", ""person:levi_signal""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,person:lily_anchorline,person,2046-06-13 13:00:04,2046-06-13,13,Wednesday,suggest_contacts Work-Order Triage and Vendor Dispatch Coordination person:grace_lifeboat person:mia_fender person:levi_signal person:lily_anchorline,149,21,True,False,False,False,False,False
give_advice,"[""Agent/person:lily_anchorline""]",2412507708.0,544318,,,,,person:lily_anchorline,,,,,,,,,,,,,,,,,,,,,,,,,,,general operations: package notifications guidance,Advice for person:lily_anchorline on general operations: package notifications guidance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Agent/person:lily_anchorline,Agent/person,2046-06-13 13:01:48,2046-06-13,13,Wednesday,person:lily_anchorline general operations: package notifications guidance Advice for person:lily_anchorline on general operations: package notifications guidance,161,19,True,False,False,False,False,False
give_advice,"[""Agent/person:lily_anchorline""]",2412507930.0,544337,,,,,person:lily_anchorline,,,,,,,,,,,,,,,,,,,,,,,,,,,general operations: building announcements guidance,Advice for person:lily_anchorline on general operations: building announcements guidance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Agent/person:lily_anchorline,Agent/person,2046-06-13 13:05:30,2046-06-13,13,Wednesday,person:lily_anchorline general operations: building announcements guidance Advice for person:lily_anchorline on general operations: building announcements guidance,163,19,True,False,False,False,False,False
access_email,"[""Agent/person:lily_anchorline""]",2412508500.0,544371,,,,,person:lily_anchorline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,person:lily_anchorline,person:mia_fender,Re: General operations check-in,"Context: This update concerns current work priorities.

Please review and send.",True,True,,,,,,,,,,,,,,,,,,,,,,,1,Agent/person:lily_anchorline,Agent/person,2046-06-13 13:15:00,2046-06-13,13,Wednesday,"person:lily_anchorline person:lily_anchorline person:mia_fender Re: General operations check-in Context: This update concerns current work priorities.

Please review and send.",175,25,True,False,False,False,False,False
propose_meeting,"[""person:joseph_buoy"", ""world:calendar"", ""Agent/person:lily_anchorline""]",2412508508.0,544380,,,,,person:lily_anchorline,"[""person:joseph_buoy""]",person:lily_anchorline,"[""person:joseph_buoy""]",2046-06-10T05:41:08,agent:person:lily_anchorline,world:calendar,propose_meeting,2046-06-13T06:13:52,person:lily_anchorline,"[""person:joseph_buoy""]",2046-06-10T05:41:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,person:joseph_buoy; world:calendar; Agent/person:lily_anchorline,Agent/person; person; world,2046-06-13 13:15:08,2046-06-13,13,Wednesday,person:lily_anchorline person:lily_anchorline person:joseph_buoy 2046-06-10T05:41:08 person:joseph_buoy agent:person:lily_anchorline propose_meeting 2046-06-13T06:13:52 person:lily_anchorline person:joseph_buoy 2046-06-10T05:41:08,230,39,True,False,False,False,False,False
assign_agent_task,"[""person:lily_anchorline""]",2412508557.0,544381,,,,,person:lily_anchorline,,,,,,,,,,,,propose_meeting,,,,"[""person:joseph_buoy""]",2046-06-10T05:41:08,general operations: package notifications sync,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,person:lily_anchorline,person,2046-06-13 13:15:57,2046-06-13,13,Wednesday,propose_meeting person:joseph_buoy 2046-06-10T05:41:08 general operations: package notifications sync person:lily_anchorline,124,18,True,False,False,False,False,False
give_advice,"[""Agent/person:lily_anchorline""]",2412508732.0,544398,,,,,person:lily_anchorline,,,,,,,,,,,,,,,,,,,,,,,,,,,Work-Order Triage & Vendor Dispatch SLA Tracking,Advice for person:lily_anchorline on Work-Order Triage & Vendor Dispatch SLA Tracking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Agent/person:lily_anchorline,Agent/person,2046-06-13 13:18:52,2046-06-13,13,Wednesday,person:lily_anchorline Work-Order Triage & Vendor Dispatch SLA Tracking Advice for person:lily_anchorline on Work-Order Triage & Vendor Dispatch SLA Tracking,157,23,True,False,False,False,False,False
propose_meeting,"[""person:evelyn_dock"", ""world:calendar"", ""Agent/person:lily_anchorline"", ""person:olivia_keel"", ""person:william_rudder""]",2412508832.0,544411,,,,,person:lily_anchorline,"[""person:evelyn_dock"", ""person:olivia_keel"", ""person:william_rudder""]",person:lily_anchorline,"[""person:evelyn_dock"", ""person:olivia_keel"", ""person:william_rudder""]",2046-06-10T05:56:08,agent:person:lily_anchorline,world:calendar,propose_meeting,2046-06-13T06:19:58,person:lily_anchorline,"[""person:evelyn_dock"", ""person:olivia_keel"", ""person:william_rudder""]",2046-06-10T05:56:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,person:evelyn_dock; world:calendar; Agent/person:lily_anchorline; person:olivia_keel; person:william_rudder,Agent/person; person; world,2046-06-13 13:20:32,2046-06-13,13,Wednesday,person:lily_anchorline person:lily_anchorline person:evelyn_dock person:olivia_keel person:william_rudder 2046-06-10T05:56:08 person:evelyn_dock person:olivia_keel person:william_rudder agent:person:lily_anchorline propose_meeting 2046-06-13T06:19:58 person:lily_anchorline person:evelyn_dock person:olivia_keel person:william_rudder 2046-06-10T05:56:08,353,57,True,False,False,False,False,False
assign_agent_task,"[""person:lily_anchorline""]",2412508870.0,544416,,,,,person:lily_anchorline,,,,,,,,,,,,propose_meeting,,,,"[""person:evelyn_dock"", ""person:olivia_keel"", ""person:william_rudder""]",2046-06-10T05:56:08,Work-Order Triage & Vendor Dispatch SLA Tracking (TenantThread Technologies),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,person:lily_anchorline,person,2046-06-13 13:21:10,2046-06-13,13,Wednesday,propose_meeting person:evelyn_dock person:olivia_keel person:william_rudder 2046-06-10T05:56:08 Work-Order Triage & Vendor Dispatch SLA Tracking (TenantThread Technologies) person:lily_anchorline,195,28,True,False,False,False,False,False
access_email,"[""Agent/person:lily_anchorline""]",2412508907.0,544420,,,,,person:lily_anchorline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,person:lily_anchorline,person:mia_fender,Re: General operations check-in,"Context: This update concerns current work priorities.

Please review and send.",True,True,,,,,,,,,,,,,,,,,,,,,,,1,Agent/person:lily_anchorline,Agent/person,2046-06-13 13:21:47,2046-06-13,13,Wednesday,"person:lily_anchorline person:lily_anchorline person:mia_fender Re: General operations check-in Context: This update concerns current work priorities.

Please review and send.",175,25,True,False,False,False,False,False
propose_meeting,"[""world:calendar"", ""Agent/person:lily_anchorline"", ""person:william_rudder""]",2412508987.0,544424,,,,,person:lily_anchorline,"[""person:william_rudder""]",person:lily_anchorline,"[""person:william_rudder""]",2046-06-10T05:28:08,agent:person:lily_anchorline,world:calendar,propose_meeting,2046-06-13T06:24:02,person:lily_anchorline,"[""person:william_rudder""]",2046-06-10T05:28:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,world:calendar; Agent/person:lily_anchorline; person:william_rudder,Agent/person; person; world,2046-06-13 13:23:07,2046-06-13,13,Wednesday,person:lily_anchorline person:lily_anchorline person:william_rudder 2046-06-10T05:28:08 person:william_rudder agent:person:lily_anchorline propose_meeting 2046-06-13T06:24:02 person:lily_anchorline person:william_rudder 2046-06-10T05:28:08,239,39,True,False,False,False,False,False
